Composite.Element.REF	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
WWTR1|TAZ	-0.0227	-0.681	-0.8453	-0.314	0.3063	-0.3703	-0.5944	0.3583	1.9478	0.1402	4.6501	0.4048	1.6168	-0.5903	-0.1424	-0.2512	-0.3601	3.2431	-0.2744	-0.8246	0.0392	-1.1589	-0.2401	0.4487	-0.4444	-0.0921	-0.7312	-0.3217	-0.0978	-0.7027	-0.6247	0.0606	0.1926	-0.2477	0.1707	0.1404	-0.0941	0.2021	-0.4876	-0.5763	-0.195	-0.0643	-0.3931	-1.1825	-0.8491	-0.3818	-0.6925	-0.3514	-0.3353	-0.3119	-0.3418	-0.4977	0.0626	-0.8828	-0.9877	0.2636	0.3409	-0.4921	0.0563	-0.0597	0.3581
TFRC|TFRC	-0.3757	-0.7923	-0.2951	-1.2185	0.3588	-1.3196	0.4727	-2.263	0.3209	0.491	4.7459	1.3836	1.5984	-1.0546	1.2104	0.4909	1.3881	0.4481	1.0202	-0.5925	0.0099	-0.1017	0.3171	-1.1866	-0.7658	-0.7755	-0.1468	-0.3276	-0.2634	-1.481	-1.1913	-0.2486	-0.9099	1.0581	-0.5759	-0.945	0.2122	0.2376	-0.3727	-0.3326	-0.0886	-0.5078	-0.3469	-0.6485	-0.3956	0.5475	0.1962	-0.3564	-0.2394	0.0389	-0.1307	-0.43	-0.7835	-0.578	-0.0477	-0.7925	-0.5	-0.0878	-0.7301	-0.2282	2.384
C12ORF5|TIGAR	0.846	0.8593	0.6988	0.0054	-0.737	-0.0455	-1.096	0.3612	-0.9837	2.0466	1.673	2.0814	0.3422	-1.5106	0.8279	-0.3057	-0.426	0.8843	-0.694	-0.6252	-0.7576	0.7615	-0.7006	-0.662	-1.003	-0.4374	3.8046	-1.2086	0.4058	-1.1769	-0.5579	-0.1785	-0.9458	-0.094	-0.04	0.3108	-0.2214	-0.6029	-0.2113	-0.463	-0.567	-0.6755	-0.4616	-0.0396	0.0014	0.9379	0.083	-0.1026	0.164	-0.0288	-1.0069	-1.4283	0.9953	-0.4388	-1.1132	0.8905	-0.3052	-0.5738	0.1949	-0.3433	0.5769
TSC1|TSC1	-0.6264	0.6236	-0.0847	0.014	-0.2494	-0.7716	-1.226	-0.8519	-0.0698	-0.6889	-2.1309	-0.314	-1.4017	-0.3536	1.8925	-1.0196	1.9741	-0.6949	0.4628	-0.7893	0.578	-0.4023	0.4378	-0.4545	-0.6849	-0.4547	1.7623	-1.1149	1.7271	-0.2449	-0.5643	0.7661	1.0898	-0.1865	-0.7589	0.6224	0.9775	-1.2867	-0.4269	0.3615	-0.8232	-0.0888	-0.3496	0.3678	0.474	-0.023	0.5656	-0.5324	-0.5316	1.0422	0.4215	-0.6667	0.1727	0.8244	-0.5161	-0.3675	-0.4137	-0.9664	0.7149	-0.495	0.1775
TTF1|TTF1	0.1872	-0.7598	-0.5629	-0.6412	1.0465	-0.3642	-0.3623	-1.1236	-1.5159	-0.7944	1.3133	-0.2942	1.2783	-0.7357	-0.2222	0.3417	0.862	0.6212	-0.6349	-0.5489	-0.6839	0.0951	0.0338	-1.2724	-0.0257	-0.1975	-0.4806	-0.3256	-0.3583	-1.1791	-1.0348	-0.5534	-0.984	0.6831	0.7311	-0.1233	-0.0325	0.6917	-0.2789	-0.3802	0.3597	-0.3673	-0.0381	-0.2435	-0.0048	0.2124	0.3914	0.2514	-0.3014	-0.8489	-1.5508	-1.4057	-1.2146	-0.5171	-0.8778	0.2381	-0.2278	0.6527	-0.3624	0.0301	-0.776
TGM2|Transglutaminase	-1.0006	-0.8055	-0.3891	0.2976	-1.042	-1.0884	-0.2989	-1.5688	0.8124	2.8726	1.7459	0.1733	2.7454	-0.7615	0.3545	-1.2966	0.1085	-0.9381	0.4021	-1.344	-0.5309	-0.3114	-0.4542	1.0659	-0.8258	-0.8624	-0.2898	-1.245	-0.3483	-0.7131	-0.512	0.1402	0.1976	-0.2054	-0.0447	5.4356	0.2242	0.1625	1.0249	-0.6826	-0.5856	-0.5182	0.2472	1.0109	-0.6389	3.106	0.4943	0.7485	0.8047	0.8328	-0.6143	1.0659	-1.2772	-0.2188	-1.2035	0.9135	-0.2777	-0.4459	-0.3224	0.0978	-0.6174
TSC2|Tuberin	-0.8108	-0.1876	0.3054	-0.2074	0.3311	-1.657	-0.3805	0.395	0.4598	-0.0918	-2.514	-0.6505	-0.8724	0.0803	1.0216	-0.6556	1.5804	-0.7976	0.2568	-0.2046	0.1502	0.7677	0.6804	-0.966	-0.806	-0.6494	0.9216	-0.943	1.1564	-0.4305	-0.9839	0.9667	0.4416	0.6192	-0.5679	-0.4392	0.9354	-1.4981	0.3209	0.5562	-0.7102	0.412	-0.1119	0.7762	0.6721	-0.3279	0.1804	-0.7025	-0.8153	0.3501	0.6757	-0.0755	0.2239	0.1234	0.1556	-0.6008	0.175	-0.6824	0.9829	-0.2022	-0.3186
TSC2|Tuberin_pT1462	-0.9334	-0.2246	0.54	-0.4129	0.4236	-1.3586	1.0929	1.2243	1.255	-1.4372	-2.545	-1.5391	-0.2446	0.465	-1.5008	-0.1918	0.0211	0.1706	0.7204	0.5116	1.0983	0.9555	-0.3166	0.6392	0.5542	0.4305	-1.7307	-0.2979	0.4446	0.9493	-0.4223	-0.1462	0.6274	0.03	-0.4899	-0.3987	-0.4396	0.1848	0.3944	0.8946	0.5708	0.2191	0.1431	-0.6764	0.87	-1.0717	0.1962	-0.0631	0.2589	-0.185	-0.1476	-0.1843	0.2342	-1.617	-1.5966	-1.3022	0.1068	0.45	0.961	0.54	-0.0696
KDR|VEGFR2	-0.719	-0.947	1.2155	0.6342	-0.6577	1.2867	1.0743	0.4826	0.3159	-0.22	1.0586	6.299	1.4272	-0.4238	-2.4788	-0.1872	-1.5776	0.7546	0.9662	-0.4791	0.886	0.2912	0.1557	-0.4553	1.1375	0.3088	-0.6808	0.3457	-0.5542	0.3669	1.0923	-0.7181	2.3014	0.2834	-0.0616	-0.8444	-0.4624	0.0166	-2.2797	-0.267	0.4655	0.0552	-0.125	-1.0736	-0.0485	-2.1877	-1.1936	0.3688	0.78	-0.1244	0.4454	-0.5824	0.4574	0.9605	0.0196	0.8188	-0.0084	-0.2293	1.1526	-0.086	0.2142
VHL|VHL	0.671	-0.739	-0.1636	-0.3681	-0.7811	-0.1425	-0.3767	-0.3283	3.7272	-0.4748	-1.2731	0.1008	-0.8974	-0.6053	0.4594	0.0409	0.6309	-1.1101	0.6672	-0.3429	-0.0268	4.7965	1.9296	-0.5949	1.468	-0.0024	-0.9118	0.0989	-0.5009	0.4257	-0.1309	-0.9584	-0.4009	-0.0552	-0.2274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.5128	0.1011	-0.4978	-0.8029	0.316	NA	NA	NA	NA	NA	0.8109
XBP1|XBP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.5591	0.5855	0.3923	-0.6599	-0.712	0.2514	1.985	0.0776	0.0218	-0.5283	-0.2385	-0.2706	-0.5403	-0.0704	-0.8044	NA	NA	NA	NA	NA	-1.1569	0.9555	0.0347	-1.1209	0.3608	NA
XPB1|XPB1	-0.2371	-0.0839	0.2849	-0.7137	0.773	0.3825	-0.5761	-0.6226	-0.4987	1.5127	-0.4009	1.5533	-1.0099	-0.2037	3.4068	0.638	-0.0545	-0.2327	0.8125	-0.7356	1.3186	0.0036	0.0657	-0.8463	-0.2714	-0.6987	-0.5854	0.7087	0.5555	-0.315	0.1482	0.6062	-0.3283	-0.7737	1.9023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1289	-1.5229	-1.0164	-0.649	-0.5457	NA	NA	NA	NA	NA	-0.0939
XRCC1|XRCC1	-0.3719	-0.3121	0.2658	-0.6415	-0.5835	-0.1331	-0.1079	-0.056	0.2321	1.3856	-0.3606	0.3797	1.0534	0.7324	-3.0016	-0.3913	-0.4769	-0.8055	-0.4753	-0.1279	-1.2187	2.9542	0.0468	0.0444	0.6561	1.1045	1.0984	0.2007	-0.2663	0.4886	0.3062	0.7939	0.3243	1.6014	-0.4393	-0.5633	-0.7276	0.9404	0.0333	-0.0177	0.9817	-0.5449	-0.6428	-0.7363	-0.1029	0.3697	0.2224	-0.0807	-0.2521	-0.7333	1.8317	0.4573	0.0684	-0.7478	0.3425	-0.6059	-0.0574	0.5996	-0.6737	-0.1561	1.6508
YAP1|YAP	0.5798	0.1823	-0.1389	-0.1836	-1.247	0.4198	-1.4374	0.5874	2.3179	1.6058	2.2373	-0.4662	0.2327	-1.0816	0.3152	-0.2162	-0.6138	0.2776	-1.0573	0.5669	0.0366	-0.4574	0.2705	-1.0392	1.2779	0.6227	1.328	-0.1751	-0.1375	0.2469	0.4941	-0.3188	1.1178	-1.3615	-0.3741	-0.5358	-0.2795	-0.3369	-0.2947	-0.4043	0.0388	-0.099	-0.1526	-0.8011	-0.8019	-0.424	-0.179	0.419	0.1935	0.2799	0.096	1.0402	0.6687	0.2771	-0.2455	1.0812	0.1003	-0.217	-0.4827	0.1799	2.3878
YAP1|YAP_pS127	0.2904	1.1093	0.3266	-0.4129	0.0434	0.4134	-0.6647	-0.1807	0.9195	0.19	1.959	-0.4005	-0.2461	-1.1679	-0.0309	-0.3373	-1.5367	1.2557	-0.5875	0.2491	0.5783	-0.1068	0.0416	-2.8245	0.778	0.6089	-0.4484	0.0795	0.3829	0.6384	0.2858	0.0457	1.3053	-0.9653	0.3138	-1.8437	-0.47	-0.4449	-0.1494	-0.3148	0.4649	0.3591	-0.009	-1.5349	0.0213	-1.373	-1.1892	0.8544	0.6101	0.5269	0.1609	0.9574	0.9453	0.5187	0.291	0.6385	0.8005	0.1978	0.1632	0.6632	1.012
YBX1|YB-1	-2.0874	0.5943	-0.9603	0.3388	0.763	0.0889	1.7276	0.078	0.2097	-0.5443	-0.5345	-2.2937	-2.3719	-0.3138	-2.2727	-0.8908	1.3065	0.3936	-1.6356	0.7637	-1.2255	-1.7414	-0.8049	0.4221	-0.3433	1.4661	0.3723	1.5427	0.4261	0.4016	0.6019	-0.0145	1.059	0.5807	0.6041	-2.0634	1.0018	-1.4621	-0.8066	-0.1088	-0.3252	0.5428	-0.1027	-0.0036	-0.4124	-2.216	-0.9149	-1.1636	-0.7137	0.9439	0.2938	0.2764	0.4412	-0.6042	0.8446	-0.4233	0.5356	-0.2749	0.5511	-0.0817	-1.6429
YBX1|YB-1_pS102	-0.3477	0.577	0.6031	-0.732	0.3776	-0.5375	2.2544	0.056	1.6926	-0.3176	2.2085	1.6339	0.745	-0.5164	-0.7588	-0.3649	-0.8898	0.0114	-0.412	0.0596	-0.5871	-0.8069	-1.3878	-0.0543	-0.6473	-0.2574	-0.8488	-0.9893	-0.3341	0.1535	-0.1034	-0.94	-0.8002	-0.3587	0.3059	-0.9276	0.181	-0.4856	-0.2525	0.0703	0.2675	0.3347	2.0666	-0.4952	-0.3142	-0.4104	-0.2006	-0.0622	-0.4021	-0.0032	-0.5424	-0.7812	2.1609	-1.0292	-1.9137	0.7796	1.8464	0.0072	1.3479	-0.6061	-1.4496
CTNNB1|alpha-Catenin	-1.7174	1.1364	0.6763	0.9485	0.3749	1.7313	-1.1989	-0.4811	-0.0117	-0.3261	0.8423	0.8426	0.2075	-0.4287	-1.7933	-0.0153	-2.3035	1.807	-1.3816	0.0651	0.4974	-0.5424	0.7718	-0.3471	1.0054	0.0725	0.3817	1.2025	0.8189	1.4136	1.17	-0.7449	2.0747	-0.9338	1.7082	-0.1487	-0.1011	0.7101	-0.0112	-1.6963	0.439	0.0529	0.3338	-0.4537	0.1792	0.4027	0.4892	0.5784	0.0466	-0.3313	0.6267	1.9804	1.9812	1.5772	1.2059	-0.0092	0.0197	0.5863	-0.3569	0.3394	-0.5636
CTNNB2|beta-Catenin	0.2076	1.0935	-0.1871	-0.7464	0.5604	-1.2533	-0.3826	-2.3674	-0.3283	2.3344	1.5827	-0.0642	1.2068	-1.142	1.1894	0.8806	0.2984	1.1552	-0.8348	-0.0293	0.2745	-0.6224	0.3378	-0.4494	0.0491	-0.7056	2.2567	-1.331	0.7507	-0.4113	-1.0962	-0.8179	0.5744	0.5708	0.6094	-1.7924	-0.1806	-1.4848	0.7558	0.0641	-0.3343	0.3791	0.5311	0.0075	0.0847	-6.4972	-0.9787	0.3485	0.8929	0.4497	-1.5516	-1.1993	-0.0171	0.2818	-0.4499	-0.4332	0.5479	-0.0233	0.3638	0.1901	1.0909
JUN|c-Jun_pS73	-2.7507	-1.0759	0.2274	-2.0293	-0.9732	-0.7712	-1.135	0.2835	2.7011	-1.5837	0.7822	1.0129	1.119	0.0943	-0.6711	0.031	-1.3135	-0.6564	-0.56	0.914	0.3374	1.1783	-0.4818	1.2091	0.4976	0.6499	-0.8783	0.5788	-0.5081	0.8184	1.7739	-0.3222	3.1912	0.3862	-0.5158	-0.1044	-0.5568	0.1548	-0.1239	0.125	0.1856	0.2578	-0.2424	-0.7101	0.0073	-1.5373	0.046	-0.1622	0.2094	-0.0437	1.5534	0.4102	0.5912	-1.7733	-0.5537	-0.0737	-0.832	0.1172	2.8312	-0.6623	0.3961
KIT|c-Kit	-1.8345	-1.0505	-0.6262	0.2247	-0.0483	-1.5284	-0.6445	-1.474	-1.9415	1.1953	-1.0114	1.0614	-0.858	0.0305	3.0302	1.5768	0.5561	-0.8427	-0.2333	-0.837	-1.6237	-0.0947	1.1929	2.6301	-1.3348	-1.171	-1.4606	1.2385	1.1184	-0.3782	0.7707	1.201	-1.3096	0.7022	1.7749	-0.4314	0.0698	0.2554	0.5546	0.7192	-0.3695	0.7263	0.6538	0.0533	-0.2856	-0.3689	0.0907	-0.4548	1.3656	0.0201	-0.0931	0.9445	0.3242	-0.4631	0.1715	-1.1769	-0.492	-0.2228	-0.4532	0.2995	-1.1296
MET|c-Met_pY1235	-0.8677	0.9421	-0.7648	2.0924	0.2341	1.5613	-0.9652	1.0672	-0.8458	-0.3554	0.8519	-0.6647	-2.0631	-0.7059	0.6602	-0.1066	-0.0045	-0.314	-0.2688	-0.7351	-0.22	-1.2947	-1.0541	2.1496	-1.3914	-0.0088	-0.87	-0.3031	-0.2611	-1.2283	-0.4995	0.3429	-0.0243	-1.8439	0.2146	1.5368	0.5926	-0.158	-0.0956	-0.6881	0.1884	0.5629	-0.1124	0.3685	-0.5532	1.8745	0.9005	-0.1641	-0.6127	-0.689	-0.1945	-1.5205	0.4742	1.3467	-1.1885	2.1623	0.198	-0.2089	-0.5271	-0.3529	-0.6351
MYC|c-Myc	1.764	-2.1083	0.3818	-1.9562	0.029	-0.3609	-1.2047	2.7127	4.6426	0.4508	1.9115	-0.0213	0.767	0.4178	-0.457	-0.1737	-1.0272	0.4608	0.0807	0.3812	0.1159	-0.1082	-1.0822	0.3691	-1.7715	1.5651	-1.2633	-1.5714	-0.5538	-0.3	-0.0948	-0.5794	-1.1509	-0.1589	-1.6141	0.7017	-0.36	0.2572	-0.2505	0.284	-0.1568	-0.3572	0.182	-0.2238	-0.1015	0.1476	-0.0622	0.0242	0.317	0.0751	-0.0308	0.3111	1.6428	-0.2848	-1.0719	0.1379	-0.4105	0.0711	-0.1018	-0.1605	-0.6839
BIRC2 |cIAP	0.7069	0.6432	-0.076	-0.8899	-0.2443	0.7816	-0.7634	-1.4262	2.8981	0.0103	-1.2832	-0.2807	-0.2119	0.0289	-0.8804	-1.3822	0.8892	0.3162	-1.3707	-0.463	-0.5441	1.227	-0.0336	-0.4277	-1.8124	0.0705	2.8034	-0.7594	-0.1283	-0.1188	-0.2488	2.1427	1.2254	0.038	-1.586	0.5105	-0.4136	-0.2643	0.6057	-0.1226	0.1595	-0.675	-0.8011	0.3959	-0.5335	-0.1381	0.4646	0.7398	-0.451	-0.4076	1.4225	2.196	0.7791	1.3453	0.4592	1.0542	-0.2606	-0.3466	0.2587	-0.4377	1.016
EEF2|eEF2	-2.4953	-0.7051	-0.0169	0.1763	-0.4567	-0.6617	1.7787	-0.1697	-0.4795	1.1835	3.9268	0.1821	3.9629	-0.3603	-0.9851	-0.0978	-0.9197	1.3653	0.005	0.4883	-0.2229	1.3694	0.1258	-0.4235	0.1911	-0.0692	-0.5306	-0.4837	-1.0388	-0.1188	-0.1789	-0.8291	-0.0466	2.578	-0.0309	-2.7932	-0.3319	-0.161	0.3119	-0.4072	-0.2652	-0.4083	0.142	-0.1543	-0.6565	1.5029	-0.1714	-0.2916	-0.2591	-0.4285	-0.99	-0.6472	0.4623	-0.7888	-0.3917	0.3038	0.0344	-0.2784	0.2498	-0.064	0.7866
EEF2K|eEF2K	-1.8554	-0.1744	1.3465	-1.2916	-0.8805	-0.494	0.1804	0.0902	0.7783	0.3987	0.3843	-0.7144	1.5966	0.6761	-2.0765	-0.1541	-0.7216	0.2813	-0.177	0.897	-0.1556	1.9607	0.3613	-0.9819	0.8396	-0.055	0.6013	0.2891	-0.2932	1.0615	0.2244	0.1845	1.559	1.8251	-1.4394	-2.343	-0.7644	0.12	-0.0207	0.6662	0.1519	-0.5011	-0.2263	0.2189	0.2647	-1.837	-0.4538	-0.2625	0.2924	1.9794	0.7938	-0.606	1.4188	-1.0712	0.4986	0.1837	0.0728	0.1972	1.0359	0.4582	-0.1548
EIF4E|eIF4E	0.6526	0.8228	-1.4412	2.1303	0.3399	1.2033	0.4777	-0.3112	2.2965	1.3674	1.4536	1.1078	-0.2501	0.7356	-0.9643	-1.3872	0.4649	-0.6307	-0.608	-1.063	-0.4427	0.1635	-0.3433	0.6597	-0.0658	-0.0252	-0.7355	-0.4843	0.1369	-0.5551	0.0962	-0.07	-0.7071	-0.8997	-1.1637	1.2701	-0.0722	0.7303	0.4224	-0.0986	-0.091	-0.5429	-0.2894	-1.2583	-0.9482	2.8474	0.1767	0.3558	-0.6083	-0.3657	1.1282	-0.9784	1.4695	0.4622	0.7635	0.1601	-0.2119	-0.5795	-0.1608	-0.1196	1.1001
EIF4G1|eIF4G	-2.757	-0.0027	0.0333	-2.9393	0.108	-2.4384	0.9675	0.3073	1.4007	-0.0618	0.7027	-0.0787	0.3529	-0.3006	-0.1979	-0.1356	0.4818	0.3172	0.1218	-0.8141	0.4098	0.8262	0.5004	-0.558	0.0899	-0.0963	0.8043	-0.8411	0.3612	-0.1738	-0.7013	0.5897	0.9882	1.3317	-1.1115	-1.1004	0.3278	-0.5441	0.1867	0.2678	0.0126	-0.1875	-0.1225	0.1047	-0.008	-3.908	-1.788	-1.0258	0.1761	-0.0794	0.6323	-0.0149	0.1366	-1.8396	-1.1047	-2.4494	-0.4672	-0.3205	0.6985	0.1262	0.6856
FRAP1|mTOR	0.7442	0.6483	0.7482	0.8022	-0.2362	-0.2072	-0.5887	-2.0858	0.9174	0.8927	-1.17	-0.0275	1.4548	-0.9778	-0.5576	-0.0579	0.5136	0.2978	-0.936	-0.5675	0.2054	1.1887	-0.3644	-1.8192	0.8752	-0.6227	1.7991	-0.5557	0.1299	0.4201	-0.1253	1.522	0.4056	-0.4201	-0.739	0.0498	0.2404	-1.7226	0.8207	0.0239	0.2123	-0.0866	0.1944	0.0455	0.3586	-0.862	-0.1633	0.5554	0.8383	1.2949	0.3447	-0.9175	-0.5146	1.0756	0.0795	0.3225	0.6805	-0.4227	0.6584	-0.1583	0.6454
FRAP1|mTOR_pS2448	2.5734	1.4272	-0.1422	-0.0645	0.6811	0.4656	0.1126	-0.2564	0.6062	1.4544	-0.5134	1.6236	1.2095	-0.4856	1.0981	0.2156	0.4041	0.3871	-0.0439	0.2734	1.9877	0.5544	-0.8623	-0.6006	0.2336	-0.7063	-0.8061	-0.193	0.3881	-0.0901	-0.4844	0.0302	-0.5402	-1.108	0.6736	-1.8861	-0.229	-0.445	-0.3973	-0.4607	0.0223	1.0978	-0.1425	-0.3735	-0.4726	-0.0469	-0.6672	0.2629	0.2741	-0.5324	-0.4611	-0.7099	-0.7625	-0.075	-0.7506	-1.2074	1.072	0.3431	0.0994	-0.1383	0.0265
CDKN1A|p21	-1.236	-0.221	0.119	-0.06	0.0328	-0.1147	-0.2757	0.5065	0.1418	-8e-04	0.3927	-0.3126	-0.2106	-0.1341	0.029	0.1715	0.4197	-0.1034	0.3733	-0.2397	-0.1168	-0.0812	0.1809	0.1833	-0.3346	0.2041	0.13	0.0811	-0.099	-0.2	-0.3026	0.1024	0.1001	-0.2013	-0.0651	2.038	-0.7554	0.3917	0.2091	-0.6831	-0.7948	-0.0341	0.0492	-0.0404	0.2717	-2.1388	-2.821	1.221	2.1177	0.0888	0.1188	0.1399	-0.1408	-0.281	0.0481	-1.4501	0.8986	0.9825	-2.2184	0.4526	0.5259
CDKN1B|p27	-1.5125	-0.194	-1.7167	0.0491	-0.3395	-0.0717	-1.3675	-0.2149	-1.3267	1.3028	-0.719	0.0307	0.1345	1.252	3.3069	-0.3398	-0.9286	-1.2605	-0.4807	1.5654	0.3176	-0.5305	-1.0759	0.7423	-0.0984	0.1656	0.6532	-0.6599	0.1455	0.8022	0.0174	-0.9813	0.7193	-0.028	-0.4171	1.072	-0.1887	-0.8163	0.2698	0.2978	-0.1836	-0.1455	-0.1876	-0.5335	0.4775	0.2557	-0.3059	-0.5289	-0.0488	-0.2785	0.5989	2.4319	-0.5523	-0.5594	1.3856	0.4792	-0.3505	0.1496	-0.9829	0.2213	1.93
CDKN1B|p27_pT157	-0.2539	-1.1936	-0.5641	-0.8257	-0.8582	-0.3621	0.1368	0.1341	-1.1669	-0.2743	0.1435	0.1165	0.5677	0.6753	0.547	0.1597	0.1457	-2.033	0.3792	-0.4511	-0.1117	-0.3474	0.0528	-0.1061	0.3423	0.0198	-0.7632	0.0506	-0.65	-1.1382	-0.1242	-0.6262	-0.5008	-0.4662	0.5746	1.272	0.8252	-0.6524	-0.3011	0.0198	-0.5751	1.8622	-0.6478	1.067	-0.4498	1.4485	0.5838	-0.8071	-1.1897	0.0677	-0.6575	-1.312	-0.8619	-0.969	-0.3968	0.897	0.7238	-0.5562	-0.1374	-0.3735	-0.5667
CDKN1B|p27_pT198	1.7201	-0.7825	-0.7859	-0.0768	-1.2737	-0.1452	-1.5729	1.2678	1.8747	1.4868	-0.3008	-0.4828	-0.6016	1.4703	-0.4732	-0.4075	-1.0019	-1.7021	-0.9938	0.5152	-0.5752	-0.2665	-0.8587	2.3339	-0.1807	0.2553	0.171	0.3227	-0.3554	-0.0886	0.4932	-0.4621	0.2339	1.0459	-0.0941	1.635	-0.3311	-0.4057	-0.0453	0.0932	-0.1904	-0.4948	-0.1065	0.2426	-0.2613	1.4299	0.5882	-0.0615	-0.1176	-0.5444	-0.4697	-1.4354	0.2578	-0.2063	0.1617	1.1047	-0.0522	-0.0281	-0.5783	-0.4612	0.5886
MAPK14|p38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0756	-1.712	0.531	0.5471	-0.1375	0.1319	-0.2248	0.2454	-1.019	0.1133	-1.5978	-0.838	1.0527	0.6065	0.1037	NA	NA	NA	NA	NA	2.1354	0.0763	-0.0564	2.0267	0.2805	NA
MAPK14|p38_MAPK	1.3917	0.5969	-0.0097	0.916	-0.6737	0.4747	0.3158	0.2614	0.5172	1.7544	0.2241	0.5719	1.0588	0.3229	-2.2471	-0.6936	-2.1298	0.674	0.0736	-0.5366	0.5818	-0.1368	-1.0422	0.5097	-0.1971	-0.7261	0.0137	-0.4526	-0.7952	0.1354	-0.5702	-0.4805	2.4973	0.388	-0.8112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4877	0.8701	1.2767	0.0265	0.1926	NA	NA	NA	NA	NA	2.238
MAPK14|p38_pT180_Y182	2.5483	-0.9181	-0.6939	-0.2472	-0.4125	-0.6822	-0.4167	0.2869	1.2129	2.1413	-0.6936	-0.208	0.5456	0.7585	-2.223	0.2694	-3.0188	1.5304	-0.4597	-0.5091	0.5852	-0.4031	-0.9784	1.0738	-0.2438	0.218	-1.8577	-0.128	0.0745	0.8642	0.011	-0.6517	2.9641	-0.3175	-0.2738	0.5948	-0.742	0.0699	0.7057	0.0554	0.0111	0.0413	0.2698	-0.6303	0.5045	0.7087	0.0511	0.9892	1.0913	0.7618	0.3324	1.3674	1.026	0.0618	0.3801	0.7689	0.6642	-0.0639	1.4258	0.6588	0.8208
TP53|p53	-1.631	-0.837	1.6696	0.8542	-0.4986	0.9842	-0.0241	0.5167	-0.3607	-1.0464	-0.7457	-0.9901	1.6615	0.1984	0.7738	0.2331	0.38	-0.315	-0.5343	0.8781	-0.2178	6.4768	0.389	-6e-04	1.3117	0.6564	0.3579	0.6473	-0.4015	-0.2544	0.527	0.5058	-0.6116	-1.006	-0.3341	-0.3774	-0.092	1.4083	-0.1989	-0.0411	1.3331	-0.1097	0.239	-0.6783	0.1904	-0.1702	1.0256	0.8691	0.1847	-0.865	-0.5852	-0.0442	-0.0677	0.2307	0.3259	-0.7319	-0.2495	1.2659	-1.0989	0.7841	-0.5025
SQSTM1|p62-LCK-ligand	-1.6537	-1.0588	1.0014	-1.2308	-0.3845	-0.6892	-0.1594	0.7559	-0.4022	0.4646	0.1165	0.3464	-0.7521	-0.2538	0.5442	-0.6121	0.7359	-0.1672	0.8299	-0.7371	0.8311	0.1569	0.5874	0.0052	0.7162	0.3135	-0.8204	-0.0305	0.0049	-0.7143	-0.7122	-0.5202	1.3947	-0.6232	0.1487	-0.9723	-0.0652	0.8589	-0.4284	0.1766	0.6409	-0.4854	0.2069	-0.6655	-0.1312	-1.5513	0.4058	-0.1494	1.2006	-0.1549	-1.6159	0.5298	-1.2545	-0.6835	-0.2665	-1.7032	-0.6687	0.7536	-0.4008	0.8478	0.5289
RPS6KB1|p70S6K	-0.3782	-0.0948	0.6357	-1.691	-0.728	-0.752	0.1348	0.0742	0.0285	-0.2922	-0.3192	-0.0447	1.4379	0.4203	3.575	-0.4039	-0.3398	-0.3406	0.382	0.0698	0.0822	0.9366	0.112	-0.6481	0.0156	-0.1712	-0.833	-1.1116	-0.074	0.2032	-0.2095	-0.5132	0.1509	0.7129	-1.1689	-1.3081	1.3494	-0.9403	0.8415	0.6368	-0.3828	-0.2324	-0.548	1.1624	-0.1238	-7.8584	-1.0793	-0.421	-0.1762	0.8455	0.8824	0.406	0.3234	-0.6822	0.1194	0.9213	-0.0598	-0.649	0.7649	-0.1108	-0.6428
